ensemblID	baseMean	log2FoldChange	lfcSE	pvalue	padj	Symbol	UHR_Rep1	UHR_Rep2	UHR_Rep3	HBR_Rep1	HBR_Rep2	HBR_Rep3
ERCC-00022	155.242564471941	-0.670393532120927	0.144864882697167	2.9074812868846e-06	6.94393137133609e-06	ERCC-00022	201	99	153	149	164	163
ENSG00000100410	54.5627151564783	1.16572378498453	0.258628745643702	3.2642757465647e-06	7.75481381062197e-06	PHF5A	132	75	82	33	33	16
ENSG00000100243	200.126075849626	0.567601785308708	0.124863846095349	4.63070483634427e-06	1.0943086692203e-05	CYB5R3	362	240	296	120	157	124
ENSG00000242247	97.0894968197349	0.845009197408916	0.187998047464701	4.68604218651325e-06	1.1015879276149e-05	ARFGAP3	193	145	129	56	67	48
ENSG00000099953	11.6775158483426	3.83815247594842	0.880521819478731	5.16685949979908e-06	1.20829162260926e-05	MMP11	37	20	27	1	0	2
ENSG00000100418	148.915975084947	-0.650943795726685	0.144700899429755	5.35020355793158e-06	1.24468466192294e-05	DESI1	178	126	128	123	179	154
ENSG00000100225	255.917773207932	0.573350519072462	0.127309348570554	5.46052011167442e-06	1.26380078873289e-05	FBXO7	417	356	357	154	168	185
ENSG00000099910	61.6293955374924	-0.975504488393509	0.220573261427905	5.60632086093511e-06	1.29089131618455e-05	KLHL22	58	41	54	56	75	74
ENSG00000128242	10.4249014866313	-2.6753140413763	0.655138319148781	7.54894804135044e-06	1.72932534212569e-05	GAL3ST1	3	3	3	17	13	15
ENSG00000283406	4.85005220266813	-6.23855861067637	2.58687104528135	7.84429949817318e-06	1.78786318511663e-05	DGCR5	0	0	0	6	7	11
ENSG00000100228	20.5252927521689	-1.66648145372344	0.400625141449445	9.21433987664382e-06	2.08951444677428e-05	RAB36	15	8	12	22	26	31
ENSG00000128335	116.386815363705	-0.710240782739095	0.163439123266345	1.01772784245581e-05	2.29628040835506e-05	APOL2	126	102	98	101	137	123
ENSG00000197077	137.077425579421	-0.645137053842009	0.148035923890367	1.03400272704367e-05	2.32133612221305e-05	KIAA1671	160	98	142	129	157	132
ENSG00000075234	40.4375508727961	1.20909999300063	0.285994925491844	1.11495054452337e-05	2.49061091786565e-05	TTC38	80	61	71	20	23	16
ENSG00000128228	20.7507683179139	1.79208460210718	0.439924950348155	1.3951599983784e-05	3.10112296669258e-05	SDF2L1	50	32	42	5	14	3
ENSG00000128165	11.0711473282023	4.28064619552218	1.02227455265051	1.71143341618192e-05	3.78538721116099e-05	ADM2	27	21	31	0	1	1
ENSG00000169184	65.6201834949476	0.9782090071497	0.234375591017407	1.72477959948813e-05	3.79620607926554e-05	MN1	116	86	123	44	34	29
ENSG00000179750	9.37494083684144	4.7804181026676	1.30798359347089	1.87859979736831e-05	4.11459175130913e-05	APOBEC3B	25	23	19	1	0	0
ENSG00000100216	91.9058019038001	0.772712900288236	0.184723569093426	2.0903230787168e-05	4.55609253564973e-05	TOMM22	174	109	155	51	67	50
ENSG00000100344	13.4302750389962	2.27689514847002	0.586205355249326	2.33821939658724e-05	5.07178989887763e-05	PNPLA3	31	25	28	5	3	2
ERCC-00078	42.8064337696829	-1.07205958466487	0.264338590557406	2.63489252616069e-05	5.6878208857988e-05	ERCC-00078	45	25	32	41	50	55
ENSG00000128311	37.0761166951816	1.21010272923364	0.302737895937959	3.02087856376971e-05	6.4898300245579e-05	TST	88	59	50	17	20	17
ENSG00000244486	13.486751413828	2.28516597494282	0.602026314544596	3.23522714510112e-05	6.91722375309716e-05	SCARF2	32	19	35	6	4	0
ENSG00000133460	42.4118104990803	-1.12584750814789	0.284073592506146	3.36795808993136e-05	7.16688712028047e-05	SLC2A11	26	35	33	49	53	43
ENSG00000099977	36.8272663496741	1.21282392299744	0.309492051237017	4.06625312873528e-05	8.61201723963273e-05	DDT	73	45	77	21	15	17
ENSG00000100347	76.2331301418211	0.841508806911395	0.212666298508848	5.00139976721045e-05	0.000105428567862793	SAMM50	140	119	104	43	42	48
ENSG00000100372	60.846131914287	0.892903732827628	0.230030514855917	6.60055338706281e-05	0.000138488246298654	SLC25A17	105	83	107	32	37	35
ENSG00000186998	12.7841174871587	-1.94273885792479	0.536361935455557	6.65379687773381e-05	0.000138956037121046	EMID1	8	4	6	11	17	24
ENSG00000183579	94.0939452002958	-0.709864438993865	0.183565136844196	7.9394838960666e-05	0.000165038345802495	ZNRF3	95	86	80	92	101	97
ENSG00000239713	12.8815311086628	2.06327960407379	0.573946187588461	8.04431931325633e-05	0.00016644697565217	APOBEC3G	38	22	21	4	4	3
ENSG00000273253	6.76943820613951	-3.16462101424266	0.897016241722941	8.54298008224366e-05	0.000175954039308597	RP3-402G11.26	2	0	2	12	11	8
ENSG00000169548	4.29329205532832	5.17702091820953	2.43272505757391	0.00010099671372018	0.000207066321736807	ZNF280A	9	10	12	0	0	0
ENSG00000100092	31.6819379897136	1.19592628812965	0.324812108571543	0.000108780475602166	0.000222011061569876	SH3BP1	77	40	53	18	13	15
ENSG00000184117	168.972454200079	0.513739936310926	0.134746137932027	0.000119137688811856	0.000242048969577028	NIPSNAP1	305	199	243	103	122	120
ENSG00000183172	26.6350225693128	-1.22000766939791	0.336107254145794	0.00012528099186827	0.000253383627697538	SMDT1	23	14	21	24	38	33
ENSG00000100271	21.84202833295	-1.34565843927506	0.389950808229496	0.000204543477555842	0.000411838661087771	TTLL1	11	12	20	21	34	25
ENSG00000077942	65.1986806705909	0.793712833956533	0.219326841356554	0.000206861283192935	0.000414646054257267	FBLN1	117	85	108	40	45	32
ENSG00000100393	383.860527214542	-0.372212121325059	0.101182468052933	0.000218607051742972	0.000436242516589308	EP300	562	311	394	296	388	398
ENSG00000185608	51.3027577972316	0.869404981926043	0.242727238583013	0.000225073098647309	0.000447158501294874	MRPL40	105	64	83	27	33	29
ENSG00000271127	5.91451635328209	3.98997073799587	1.3542295601994	0.000296218925974295	0.00058591320600202	LL22NC03-N64E9.1	15	9	19	0	1	0
ENSG00000099954	99.0926074519322	-0.672997060494757	0.191373089233278	0.000327217827998022	0.000644389494610141	CECR2	111	77	94	107	80	113
ENSG00000188511	8.12004332506939	2.47116254513322	0.787298951305329	0.000389414311381113	0.000763524130175196	C22orf34	22	12	20	1	2	2
ENSG00000100280	252.733955058029	-0.38765033901227	0.110190188946947	0.000397887415783855	0.000776745433421526	AP1B1	340	223	257	217	254	242
ENSG00000272821	12.0987502570497	-1.68947737726585	0.529953161967176	0.000400024688994719	0.000777537166054671	CTA-384D8.36	10	2	8	15	20	13
ENSG00000100036	21.8530493225259	-1.23510180386493	0.375733573467634	0.00043588476954555	0.000843587334163586	SLC35E4	21	13	13	17	34	28
ENSG00000198355	78.7296318242334	0.673194917716878	0.195336332516009	0.000443104745596005	0.000853879960397453	PIM3	156	100	110	43	56	51
ERCC-00044	132.558459977146	-0.519203254715482	0.151196488436049	0.000514224554499459	0.000986695833206227	ERCC-00044	180	103	128	110	162	121
ENSG00000185022	42.133118966452	0.910474180152846	0.27283593008132	0.00052841064967173	0.00100960162426641	MAFF	90	57	62	27	25	19
ENSG00000100281	63.9795318703366	0.750932021278081	0.225031055912124	0.000611593172333872	0.00116358192533012	HMGXB4	112	93	94	29	42	46
ENSG00000133477	9.39597422184788	2.17176142715021	0.728828445052038	0.000620353688053833	0.00117526922335937	FAM83F	28	19	13	0	1	6
ENSG00000128274	13.0300390899785	1.65343953825951	0.53947660110897	0.000651685115040835	0.00122943956577031	A4GALT	34	20	23	7	5	2
ENSG00000100258	92.9995348855626	0.61279998807717	0.18388592137535	0.000699110878329534	0.00131339240322159	LMF2	161	106	156	51	68	63
ENSG00000242114	6.70671158883905	2.83975004535982	0.964333845683234	0.000757685556140685	0.0014175033946132	MTFP1	22	15	9	0	1	2
ENSG00000079974	54.9045756949427	-0.765352815376927	0.234878022473879	0.00077840921974329	0.00145023128491592	RABL2B	64	43	43	64	57	51
ERCC-00042	471.218036062085	0.296798373126865	0.0899551026504556	0.000913760712918824	0.00169536595082873	ERCC-00042	731	531	673	329	379	341
ENSG00000099999	49.0304644284968	-0.764512407101869	0.245471196338895	0.00127985735199343	0.00236483930471214	RNF215	54	36	44	54	61	40
ENSG00000235954	46.7709571974128	-0.815173043057259	0.264392521720367	0.00133430198761497	0.00245533439524229	TTC28-AS1	43	45	34	36	57	57
ENSG00000100142	13.8546681952153	-1.3651782202859	0.476286933783494	0.00149905381593389	0.0027472455647115	POLR2F	12	8	7	14	25	13
ENSG00000100359	131.737300959298	-0.47221075471819	0.150828828655719	0.00153762862285236	0.00280648476284842	SGSM3	171	99	145	114	152	118
ENSG00000099899	85.6776448221178	0.612087378481456	0.199548748651941	0.00177785826752798	0.00323181523125532	TRMT2A	179	83	137	52	73	44
ERCC-00170	7.54185371301431	2.02425412626583	0.757390191786682	0.00179413402018762	0.0032482507059042	ERCC-00170	18	14	15	1	2	3
ENSG00000100413	111.205429330475	-0.515419039009998	0.167759538114501	0.00181256582786921	0.00326844199483243	POLR3H	150	82	112	113	104	108
ENSG00000224086	13.4922371775176	-1.41695934566163	0.516200563311853	0.00190401204952927	0.00341960564095457	LL22NC03-86G7.1	6	12	6	13	26	12
ENSG00000100324	77.5767488353236	-0.626504818055929	0.207758068211023	0.00198177222621516	0.0035450825879307	TAB1	77	63	83	89	77	67
ERCC-00165	42.2894128536672	-0.783734285232925	0.266827814410099	0.00230682912050748	0.00411018363138039	ERCC-00165	51	28	37	33	64	40
ENSG00000100068	12.4681035181681	1.43486242780667	0.529843026411671	0.00237531345707688	0.00421547724200601	LRP5L	30	17	24	7	4	4
ENSG00000283633	7.80244215639576	1.86574798428973	0.72117821245807	0.00251107010890315	0.00443886015313982	AC005301.9	18	13	17	1	4	2
ENSG00000130489	18.5169065332734	1.19035738522009	0.428463649730557	0.00256303295769956	0.00451294822747884	SCO2	39	24	37	5	16	6
ENSG00000184381	64.6710391030226	-0.633787304236657	0.217228382052688	0.00276577823856365	0.00485091573873077	PLA2G6	88	47	55	64	60	72
ENSG00000215193	165.894025321266	-0.401442235613681	0.136120292700791	0.00289067540621899	0.00505024613771334	PEX26	208	137	189	150	179	142
ENSG00000100078	3.80205642858677	3.10294850539972	1.42890065487239	0.00301969515851669	0.00525520591540307	PLA2G3	12	9	6	0	1	0
ENSG00000099904	82.0637912370648	-0.555485889943276	0.191508964573845	0.00304315278628487	0.00527558147120428	ZDHHC8	95	72	78	83	78	81
ENSG00000213923	285.116019075863	0.327746201982606	0.111679477637154	0.00315320481469765	0.00544534216076632	CSNK1E	513	296	390	218	211	197
ENSG00000100365	9.92186370242637	1.5703049354431	0.615456046813373	0.00336554407808714	0.00578976739870164	NCF4	24	18	16	3	7	1
ENSG00000099956	95.986233098208	0.513038663294397	0.179816781598286	0.00371013094929319	0.00635820151233832	SMARCB1	160	127	133	64	73	58
ENSG00000100335	149.339683024498	0.42369002326259	0.148136238420464	0.00386739103928605	0.00660250409368606	MIEF1	301	155	198	89	117	112
ENSG00000185252	60.5751408903202	0.621728408476304	0.220977002836073	0.00390365046824443	0.00663916310697633	ZNF74	110	76	90	37	39	41
ENSG00000100220	171.139805154564	0.390594221525754	0.13677052660711	0.00399034292181045	0.00676099612035053	RTCB	328	173	239	105	144	121
ENSG00000100105	95.9670700664462	0.504042842293262	0.179026002437828	0.00422258488900625	0.0071275962976083	PATZ1	184	110	132	70	70	56
ENSG00000184979	9.04645156251156	1.57392630902272	0.638218185127659	0.00429292741407368	0.0072191925427681	USP18	26	11	18	2	6	2
ENSG00000235111	4.73782933701236	2.67203590594737	1.14272735901948	0.00434430130789531	0.00727832569867535	RP1-29C18.8	14	11	7	1	0	1
ENSG00000099917	130.380705383945	0.428689141764443	0.152761186065064	0.0045413199596884	0.00758012141970294	MED15	231	138	196	87	103	86
ENSG00000100150	57.1127393331188	-0.611615045637248	0.225726000057212	0.00540966930066772	0.00899607968888818	DEPDC5	75	39	56	44	72	59
ENSG00000198089	94.0579426573568	-0.486879829675142	0.180928474724954	0.00609630628153451	0.0101005222155314	SFI1	106	80	103	94	90	88
ENSG00000242082	3.72341033889231	-2.27562910331738	1.1386411007619	0.00707456657270369	0.0116782367321469	RP1-90G24.10	1	2	0	3	10	4
ENSG00000198062	3.17226995057256	2.65359072773771	1.47232594449126	0.00723053037086587	0.0118919711960395	POTEH	7	5	10	0	0	1
ENSG00000213888	10.1474649725018	-1.29469056886991	0.560603656830261	0.00736685625750471	0.0120719651810935	LINC01521	6	9	4	11	13	13
ENSG00000100209	14.5233617036817	1.13541191770167	0.473474836578676	0.00777796351551147	0.0126992931580533	HSCB	37	23	18	5	7	9
ENSG00000025770	105.618149928438	0.436658522874249	0.167793909291194	0.00831788271026633	0.0135316280322811	NCAPH2	188	116	154	73	78	71
ENSG00000128284	13.2714131122129	1.18301554287072	0.519300817500945	0.00970760452187677	0.0157354311563995	APOL3	31	23	17	6	2	10
ENSG00000100201	1877.3216831308	-0.128781350978755	0.0502297631523003	0.0102289880772088	0.0165209195923264	DDX17	2766	1772	2196	1507	1772	1599
ENSG00000183066	6.23081157955167	-1.48605450810556	0.73696343855003	0.0120416623845911	0.0193788760239477	WBP2NL	5	4	1	10	8	6
ENSG00000100380	555.074000002861	0.208659201081369	0.0841026849892761	0.0127744291215768	0.0204847095556714	ST13	858	620	740	379	449	450
ERCC-00079	37.289069508017	-0.655666457476349	0.279655934346573	0.0144269521391318	0.0230523185425985	ERCC-00079	45	28	34	28	39	48
ENSG00000185838	20.7983133140735	0.871447492028663	0.387693528936537	0.0152535639823217	0.0242867029363916	GNB1L	36	34	31	12	16	7
ENSG00000250479	45.2704156256009	-0.58962397183092	0.252126148966502	0.0154277202462934	0.0244771957264513	CHCHD10	49	36	48	43	57	37
ENSG00000188677	103.081532991694	0.408564693251046	0.17310994702193	0.0165460669172216	0.0260673124415176	PARVB	165	133	139	69	84	66
ERCC-00060	135.770115893199	0.359182453782581	0.151541388572765	0.0164922247262066	0.0260673124415176	ERCC-00060	236	167	168	93	101	100
ENSG00000272720	3.74236868400774	-1.7686087746686	1.09813740094163	0.0190496800954884	0.0299066656044556	CTA-228A9.3	2	2	0	10	2	3
ENSG00000099940	69.1947731753108	0.464660525620415	0.205630342646785	0.0210529776934549	0.032936540015196	SNAP29	129	85	89	40	54	50
ENSG00000272977	9.73849909874956	-1.08935598968293	0.558604206091704	0.0228690530537135	0.0356534889622131	CTA-390C10.10	10	8	3	10	17	8
ENSG00000237037	7.94676294796599	-1.15498671862237	0.607163940139666	0.0230943709333895	0.0358801818307678	NDUFA6-AS1	5	5	6	6	12	11
ENSG00000100417	39.1319810531442	-0.599294967981956	0.277737012579285	0.0245406993056066	0.0379957723731634	PMM1	55	32	29	29	41	49
ENSG00000100034	141.419236722302	0.322847498968859	0.147108794894693	0.026597069600808	0.0410380902088068	PPM1F	238	159	193	86	111	115
ENSG00000070371	43.8159168374204	0.538554645950954	0.253904386217757	0.0284750955376826	0.0437853352617105	CLTCL1	82	51	64	26	33	29
ENSG00000100299	48.4030890312747	-0.519367105868112	0.246646736339248	0.0292652992307845	0.0448468237359122	ARSA	55	42	49	41	44	57
ENSG00000100206	4.81944513484512	1.41368891044456	0.857990287739967	0.0304915585901989	0.0465670401598616	DMC1	13	8	8	2	3	0
ENSG00000100416	87.9813166581905	0.386583828779268	0.182323174842702	0.0312084875981446	0.04750037603921	TRMU	166	97	115	59	67	63
ENSG00000100083	152.979226994099	0.297205079523121	0.139400700285948	0.0314988684875832	0.0477803782125839	GGA1	272	167	198	99	130	113
ENSG00000100084	31.3336521985835	0.631212751818566	0.308164013959409	0.031620790316175	0.047803821050379	HIRA	66	33	48	23	23	14
ENSG00000183506	44.2374075903582	0.520887077022961	0.254346231920365	0.0342816974698718	0.0516526247113169	PI4KAP2	83	55	59	29	30	30
ENSG00000243811	3.53085263107119	1.53116452344753	1.03234153937957	0.0361968619117114	0.0543558227369847	APOBEC3D	12	4	7	1	1	1
ERCC-00084	33.7845292507725	-0.57699018629135	0.289080545591049	0.0368660728547359	0.055176222372588	ERCC-00084	46	25	30	27	34	41
ENSG00000100139	77.8685366554169	0.394369553172651	0.192639986549781	0.0371824254056684	0.0554648139772263	MICALL1	143	86	106	47	61	59
ERCC-00160	12.7017824449318	-0.85061243121308	0.467889933482842	0.0412653617739776	0.0613514815778674	ERCC-00160	13	9	10	8	21	14
ENSG00000100263	39.6121900683743	0.529251206881461	0.26996828395607	0.042002446263425	0.0622412487533922	RHBDD3	67	51	58	22	35	23
ENSG00000184949	20.1117240157617	0.748484165678867	0.405017923492431	0.0436177401276436	0.0644222543332631	FAM227A	37	37	20	14	9	12
ENSG00000099992	21.1052247970208	0.706347780257925	0.380291593481555	0.0450337060163315	0.0662955213158454	TBC1D10A	35	26	38	11	9	18
ENSG00000100246	29.550419423143	-0.606238638780129	0.319146832749172	0.0453852967868729	0.0665947655467514	DNAL4	46	17	26	19	40	33
ERCC-00096	14218.5652028529	0.072842163027911	0.0362210537197788	0.0459559295053206	0.0672124180712996	ERCC-00096	22003	14433	18202	10354	12858	11319
ENSG00000230071	3.37914628059551	1.42605426045128	1.04202761109437	0.0469807610729247	0.0684881874082571	RPL4P6	7	4	10	1	2	0
ENSG00000015475	61.8354646284205	0.423496770546727	0.221327527537487	0.0498625464945346	0.0724539915082396	BID	103	64	100	40	42	48
ERCC-00085	3.94185085747077	1.30712947830016	0.954715910551126	0.052262521455053	0.0756963617203832	ERCC-00085	12	2	11	2	2	0
ENSG00000213707	4.45934081651938	1.22430625729231	0.850676562116513	0.0526827499275287	0.0760596614709337	HMGB1P10	9	10	6	1	2	2
ENSG00000100266	142.427794438908	0.274219134482763	0.144431146572675	0.0551548759245269	0.0793735233657455	PACSIN2	230	157	197	100	119	101
ENSG00000184436	58.4422803406267	0.421294638303125	0.225931633579088	0.0558456027433965	0.0801107847660863	THAP7	92	73	85	34	54	36
ENSG00000186951	107.534727083402	0.321586855614528	0.170688643171284	0.0560853088226586	0.080198419303738	PPARA	182	136	129	63	96	79
ENSG00000180957	81.1178768723328	-0.356693440942305	0.192548507004921	0.0586073050726461	0.083538666595613	PITPNB	102	80	81	77	88	62
ENSG00000099991	305.411976650188	-0.193852102458497	0.103561488240753	0.0597446040501851	0.0848902760080161	CABIN1	466	264	346	257	284	270
ENSG00000128408	3.78623354867036	1.25847839164913	0.952985310962046	0.0600510992181547	0.0850566042553674	RIBC2	12	8	3	0	3	1
ENSG00000100296	106.138999255753	0.332165596612554	0.181115736279702	0.0627927402046665	0.0886601897858341	THOC5	195	119	135	67	112	57
ERCC-00019	6.86402643817817	0.981081131858011	0.645642833355989	0.0638978036272433	0.0899376609048032	ERCC-00019	13	11	12	3	5	2
ENSG00000178026	21.2231039284865	-0.614326029119314	0.357409293649478	0.0649403835411208	0.0911194756561351	LRRC75B	20	19	21	18	25	22
ENSG00000185339	32.8777629657389	0.520550182755921	0.295935769491484	0.0657572768517432	0.091978247060538	TCN2	56	47	42	18	25	23
ENSG00000183597	60.753657874652	-0.385287483552381	0.218462274642355	0.070712576364407	0.0986023192162073	TANGO2	94	51	54	48	64	61
ENSG00000224271	7.85147031924708	0.902839226851763	0.612106668858583	0.0755672918686677	0.105045554331368	RP11-191L9.4	12	16	11	2	5	5
ERCC-00059	10.4646692404813	-0.788831669498942	0.512627011333282	0.0764998658311894	0.10601370295742	ERCC-00059	14	7	6	11	8	15
ENSG00000244627	9.36984721045481	0.813083484146744	0.556751191274077	0.0862082941834154	0.119100074118011	RP3-449O17.1	14	17	14	7	4	4
ENSG00000100360	55.1298010649615	-0.369032185797617	0.223902593281806	0.0903577963431601	0.124449848337665	IFT27	72	47	60	48	53	54
ERCC-00014	8.0093403917987	-0.830910307946093	0.596824421836178	0.093421319266897	0.128275756424577	ERCC-00014	10	2	8	13	10	4
ENSG00000260924	4.57476662431302	0.976729611200554	0.777597821953728	0.0946568095957353	0.129575937525869	LINC01311	10	6	9	3	1	2
ENSG00000100311	33.1010038412976	-0.460657112527646	0.29174080198555	0.0983338991083233	0.134200366868198	PDGFB	38	24	41	30	41	26
ENSG00000185651	272.208518304115	0.174900037573098	0.108483970631229	0.105112401023385	0.143016569877273	UBE2L3	459	298	328	203	238	195
ENSG00000100058	27.9472644681145	0.483598393935694	0.315559500188673	0.107031677165343	0.145187985036976	CRYBB2P1	48	29	47	18	21	18
ENSG00000099949	155.593539531424	0.220407363417616	0.138326965875043	0.108080998522716	0.146169784146685	LZTR1	263	164	204	112	139	107
ENSG00000274602	22.5651220832778	0.534655527369066	0.362877589906929	0.114454743494732	0.154324864351755	PI4KAP1	48	25	30	17	9	18
ENSG00000100395	101.427239082601	-0.261595972815453	0.173266414789834	0.12473610798364	0.167684169115732	L3MBTL2	142	105	96	91	101	83
ERCC-00163	7.59410580186157	-0.748425962637383	0.590500308058423	0.125528448920647	0.168245592732449	ERCC-00163	6	4	9	5	7	13
ENSG00000093010	112.359686897726	0.247592019355614	0.165697138816806	0.130388611802983	0.174239543748629	COMT	189	105	168	78	98	80
ENSG00000279712	6.4251692610985	0.787764254678312	0.652450748192295	0.131997030548716	0.175865479870544	CTA-280A3.2	7	11	13	4	3	3
ENSG00000186654	10.7269917814722	0.665755397715708	0.51052297282476	0.134526527177636	0.178705357108753	PRR5	23	17	11	9	6	4
ENSG00000099942	468.954980111956	0.123746858450356	0.0835933228103365	0.137813631220364	0.182531918637001	CRKL	752	477	609	337	417	364
ENSG00000273295	15.443279748098	0.55138877882193	0.412452200854399	0.144201299918492	0.190430540186479	AP000350.5	27	20	23	9	11	10
ENSG00000093072	27.4773162218744	-0.435475361394077	0.315403052802403	0.144830776591905	0.190700934574092	CECR1	38	26	22	26	25	28
ENSG00000159958	6.2880225287507	0.750341455274546	0.641589023379655	0.146912572450097	0.192876447456414	TNFRSF13C	11	9	11	5	2	3
ENSG00000187860	7.5710840161185	-0.720891834734767	0.615070666795105	0.149941599121791	0.196279236168176	CCDC157	8	8	3	2	16	8
ENSG00000231711	7.22454453671973	-0.689743006283306	0.581390167150282	0.154121791728816	0.201164780483251	LINC00899	7	4	8	5	12	7
ERCC-00053	20.852798504884	0.481064971750231	0.370269167670392	0.162604384735014	0.21162135868412	ERCC-00053	27	29	34	14	17	11
ENSG00000226328	25.1244587992031	-0.424407049644722	0.327811397397312	0.169369227761869	0.219154995000228	NUP50-AS1	31	26	21	23	24	25
ENSG00000237438	20.5586265861902	-0.4583835161873	0.357501185111363	0.168948754273258	0.219154995000228	CECR7	24	18	21	16	20	24
ENSG00000133422	93.2063718497765	0.247617563418831	0.187261375248309	0.179093103111153	0.231071273841688	MORC2	150	88	144	72	85	55
ENSG00000279738	24.7469109184418	0.432149882847102	0.349772543111376	0.189116492655344	0.243304599433379	RP5-1014D13.2	52	35	22	11	23	18
ENSG00000280434	8.19239208976518	0.618443410251575	0.554958580376909	0.19037739373167	0.244226999387199	RP4-671O14.6	17	13	9	3	7	5
ENSG00000100401	300.956687704431	-0.13168518356204	0.102122566641857	0.194595877762243	0.24892749035683	RANGAP1	431	281	365	237	302	246
ENSG00000185721	115.116776229678	0.205797519711827	0.161725393840732	0.197543097390872	0.251979689569607	DRG1	178	137	144	77	96	92
ENSG00000073169	46.38622267761	-0.325879237894038	0.264717585406028	0.201702945430717	0.256557004244737	SELO	62	29	64	46	54	30
ENSG00000215012	129.925501029739	0.19008499175812	0.151720267015103	0.205648781931942	0.260102262218146	C22orf29	207	145	167	82	123	98
ERCC-00009	443.859510672396	0.108994130842678	0.086270772814952	0.205141073632485	0.260102262218146	ERCC-00009	692	477	554	319	389	354
ENSG00000128185	51.8340148691119	0.294169414728979	0.240395633414844	0.208464918500797	0.262923450581062	DGCR6L	93	45	80	41	39	35
ENSG00000138942	91.2264966734684	-0.221964622166769	0.185709214437694	0.223358995072735	0.280919296323972	RNF185	115	94	103	63	109	75
ENSG00000241990	5.10584332868694	0.633131073962379	0.675791820878076	0.233408650309124	0.292738782091611	PRR34-AS1	16	4	7	2	5	2
ENSG00000100147	16.3138114829395	0.437367552615644	0.402920692259598	0.238819672253726	0.298690899281122	CCDC134	32	17	24	6	14	14
ENSG00000100387	63.5702397541313	0.240610243493426	0.209722181851703	0.241712053433206	0.301468644420859	RBX1	110	70	80	41	56	48
ENSG00000214491	4.59454744709281	-0.630247159768478	0.73238937937523	0.242716848317548	0.301883282256452	SEC14L6	2	4	5	3	12	1
ENSG00000280156	3.42114051227306	0.507583236523539	1.05523753454348	0.255557122830185	0.316975547377771	AC006548.28	0	16	1	1	1	1
ENSG00000184983	97.7034275761166	0.19401119453062	0.173223781516474	0.256550049294635	0.317330501744604	NDUFA6	163	106	124	60	95	73
ERCC-00099	15.951715783551	-0.41949870026811	0.405971701857373	0.257359454308543	0.317457129078395	ERCC-00099	16	13	20	18	17	11
ENSG00000100109	84.8694566792997	0.215228885346291	0.194716292181633	0.261410975053753	0.321571309038726	TFIP11	161	83	105	61	87	49
ENSG00000189060	150.982626230837	0.154800155053076	0.140780376584129	0.267618733364249	0.32830822754248	H1F0	251	162	186	103	145	109
ENSG00000182858	54.6065481644838	-0.254985894091826	0.238150520071497	0.270517025601234	0.330959521784616	ALG12	86	43	60	32	56	62
ERCC-00144	3.68782452352759	0.605698672803008	0.757265204094029	0.271652574306112	0.331445668107186	ERCC-00144	10	5	4	1	1	4
ERCC-00071	43.2838231503936	-0.264765382682527	0.254703600563653	0.282519145470321	0.343769908715919	ERCC-00071	67	32	50	39	48	32
ENSG00000254413	6.11031561707934	0.534153149238496	0.622760784417225	0.28819750079105	0.349731561770761	CHKB-CPT1B	13	7	9	4	1	6
ENSG00000100207	276.005690597862	0.110284849389038	0.105876046010822	0.295479818370263	0.35664096357056	TCF20	454	278	348	203	254	205
ENSG00000236850	9.2963240656985	-0.46574094492415	0.514060289937042	0.295065566369063	0.35664096357056	BMS1P20	18	6	5	9	9	10
ENSG00000100104	61.2495483293723	-0.218456525739758	0.218019240874885	0.303691809559301	0.364637897591715	SRRD	81	60	69	44	55	65
ENSG00000242259	78.5566158629403	-0.196414549382905	0.195218483875143	0.30372956280468	0.364637897591715	C22orf39	95	84	90	64	73	71
ERCC-00157	12.198770327298	-0.414183546909107	0.453358152800435	0.3047976072275	0.364944335053727	ERCC-00157	13	12	12	11	9	15
ENSG00000128294	47.8377668277288	0.244823086792051	0.255028731521955	0.322090776470987	0.384624358073067	TPST2	77	39	81	38	36	34
ENSG00000100116	39.0225644533157	0.254655666825867	0.269057367340108	0.326492914416265	0.388846998867116	GCAT	65	46	48	32	26	29
ENSG00000261188	17.0097096857624	-0.349465578118689	0.386892299581749	0.328135933240835	0.389769931283426	CTA-445C9.14	26	13	17	14	23	12
ENSG00000100376	54.5943475866904	0.216985479363783	0.228957862845914	0.331472053627379	0.391660400207087	FAM118A	90	51	81	42	44	39
ENSG00000230701	4.87874901024828	0.502767212800929	0.658056948688297	0.331166996718626	0.391660400207087	FBXW4P1	8	5	10	2	3	4
ENSG00000025708	19.9716317891645	0.339131916948449	0.377688605431229	0.334990947749297	0.392918638055109	TYMP	46	16	26	13	11	19
ENSG00000159307	5.32165993924274	0.504961028171147	0.67819405427569	0.335162223552576	0.392918638055109	SCUBE1	7	12	5	0	7	3
ENSG00000270022	5.89057395143737	0.488775419938087	0.629504072250058	0.334019329967953	0.392918638055109	RNU12	16	3	10	5	2	4
ENSG00000182841	33.3670302683288	0.263078711206079	0.285701506486922	0.33807931517354	0.395306282585727	RRP7BP	57	41	39	23	30	22
ENSG00000177663	66.2243846912496	-0.181995134478978	0.205666560478471	0.364931851315528	0.425595847378369	IL17RA	87	66	77	55	63	57
ENSG00000100099	183.26080853557	0.119141582766597	0.136658347578419	0.379714679499588	0.441688837034495	HPS4	291	185	242	107	165	167
